OCANumber,IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,OffenseCode,Offense Description,CaseStatus,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreetNumber,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource
18010074,1/15/18,20:44:00,1/15/18,21:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Gray House/Hayes House,733,,Techwood Drive NW,,,1
18010089,1/18/18,15:33:00,1/18/18,15:50:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Klaus Advanced Computing Building,266,,Ferst Drive  NW,,,1
18010157,1/28/18,14:30:00,1/28/18,15:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z1,,,,,33.77895641,-84.40131466,1
18010166,1/30/18,17:29:00,1/30/18,18:15:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,,,1
18020265,2/14/18,15:18:00,2/14/18,15:36:00,9999,Non-Crime (not reported to state),Further Investigation,,PUB,Z1,Ferst Drive @ Fowler Street NW,,,,,,1
18020301,2/18/18,1:50:00,2/18/18,2:29:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z2,,,,Techwood Drive @ Fourth Street NW,33.775156,-84.391976,1
18020302,2/18/18,19:45:00,2/18/18,20:01:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCLERY,OFFCAM,Tenth Street  NW @ Williams Street  NW,,,,,,2
18020323,2/20/18,13:21:00,2/20/18,13:22:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street  NW,33.77668,-84.38863,1
18020324,2/17/18,15:36:00,2/20/18,14:16:00,2902,Damage to Property - Private,Closed/Cleared,Prosecution Declined,ONCAM,Z4,Bobby Dodd Stadium,155,,North Avenue  NW,,,1
18020341,2/20/18,16:00:00,2/21/18,8:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z2,Centergy Building,75,NW,Fifth Street NW,,,1
18020343,2/22/18,15:26:00,2/22/18,15:57:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,NONCAM,Z2,,,,Fifth Street @ Williams Street NW,,,1
18010034,1/9/18,21:00:00,1/9/18,21:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Ford Envir. Science & Technology,311,,Ferst Drive  NW,33.77889662,-84.39603609,1
18010068,1/14/18,2:00:00,1/14/18,2:50:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Towers Residence Hall   15   Z2,112,,Bobby Dodd Way NW,33.77343233,-84.39100012,1
18010071,1/14/18,21:06:00,1/14/18,21:20:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments,251,,Tenth Street  NW,,,1
18010082,1/17/18,9:15:00,1/17/18,17:15:00,2305,Larceny - Articles from Vehicle,Inactive,,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street  NW,,,1
18010090,1/18/18,16:45:00,,,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z2,Fifth Street  NW @ Spring Street  NW,,,,33.775887,-84.388809,1
18010106,1/21/18,1:08:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Brown Residence Hall   7  Z2,625,,Techwood Drive NW,33.77167938,-84.39182187,1
18010126,1/24/18,14:06:00,1/24/18,14:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Beringause Building,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
18010146,1/27/18,0:41:00,1/27/18,2:30:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,14th Street  NW @ Williams Street  NW,,,,,,1
18020177,1/23/18,13:00:00,2/1/18,12:00:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
18020205,2/4/18,4:43:00,2/4/18,5:03:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,Z2,Spring Street @ Fifth Street,,,,33.775887,-84.388809,1
18020225,2/8/18,15:00:00,2/8/18,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,College of Computing,801,,Atlantic Dr. NW,,,1
18010011,1/3/18,17:30:00,1/3/18,17:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Sixth Street @ Fowler Street,,,Sixth Street,,,1
18010036,1/10/18,11:11:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Zelnak Basketball Practice Facility,965,,Fowler Street NW,,,1
18010050,1/12/18,6:06:00,1/12/18,6:06:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA North  191  Z2,120,,North Avenue  NW,33.77058,-84.39095,1
18010150,1/28/18,0:45:00,1/28/18,2:40:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,,,,,33.775156,-84.391976,1
18020292,2/16/18,23:38:00,2/16/18,23:59:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z4,,,,Hemphill Avenue NW / Ninth Street NW,,,1
18020317,2/20/18,3:08:00,2/20/18,3:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,Tenth Street @ State Street,,,,,,1
18020366,2/24/18,23:58:00,2/25/18,0:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Stamps Field,750,,Ferst Drive Nw,,,1
18020406,2/28/18,15:00:00,2/28/18,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library,704,,Cherry Street  NW,,,1
18030417,3/1/18,17:07:00,3/1/18,17:28:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCAM,Z4,,,,Tenth Street @ Northside Drive NW,,,1
18010055,1/12/18,12:55:00,1/12/18,15:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Technology Square Parking Deck 174  Z2,770,,Spring Street  NW,33.77558662,-84.38947547,1
18010075,1/16/18,7:00:00,1/16/18,7:44:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,OFFCAM,,,,,,,1
18010079,1/16/18,20:42:00,1/16/18,20:55:00,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,Prosecution Declined,PUB,OFFCAM,Northside Drive  NW @ 8th Street  NW,,,,33.781583,-84.407442,1
18010107,1/21/18,2:02:00,1/21/18,2:35:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,Folk Residence Hall   110   Z4,531,,Turner Place NW,33.77891622,-84.40483993,1
18010127,1/24/18,17:07:00,1/24/18,17:48:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,,1100,,Northside Drive  NW,,,1
18010147,1/26/18,23:15:00,1/26/18,23:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Stamps Field,750,,Ferst Drive NW,,,1
18020257,2/13/18,2:28:00,2/13/18,2:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Campus Services Warehouse,818,,Joseph E Lowery Boulevard NW,33.776562,-84.417785,1
18020277,2/15/18,17:23:00,2/15/18,17:44:00,2314,Larceny - Of Government Property,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Callaway Plaza,154,,Bobby Dodd Way  NW,,,1
18020286,2/16/18,14:30:00,2/16/18,14:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Beringause Building,879,,Hemphill Avenue  NW,,,1
18020395,2/27/18,14:00:00,2/27/18,14:00:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z2,Library,704,,Cherry Street  NW,,,1
18030437,3/3/18,3:00:00,3/3/18,4:00:00,9999V,,Closed/Cleared,,,Z2,VOID,112,,Bobby Dodd Way NW,,,1
18010035,1/10/18,9:40:00,1/10/18,9:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,155,,North Avenue NW,33.771865,-84.393316,1
18010099,1/20/18,1:21:00,1/20/18,1:38:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Freeman Residence Hall,835,,McMillan Street NW,,,1
18020264,2/14/18,14:40:00,2/14/18,14:45:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,Tenth Street  NW @ Atlantic Drive  NW,,,,,,1
18020293,2/17/18,0:36:00,2/17/18,0:38:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z1,Center Street Apartments,939,,Hemphill Avenue NW,,,1
18020316,2/20/18,2:15:00,2/20/18,3:59:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,33.771335,-84.388862,1
18010003,1/1/18,16:27:00,1/1/18,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Molecular Science & Engineering Building,901,,Atlantic Drive NW,,,1
18010023,1/7/18,0:00:00,1/7/18,4:00:00,2902,Damage to Property - Private,Closed/Cleared,Victim/Witness Refused to Cooperate,NONCAM,Z2,Kappa Alpha Fraternity,801,,Techwood Drive  NW,33.77651306,-84.39168273,1
18010043,1/10/18,19:49:00,1/10/18,20:20:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Fourteenth Street  NW @ Tumlin Street  NW,,,,,,1
18010101,1/20/18,8:56:00,1/20/18,9:00:00,2204,Burglary - No Forced Entry - Residence,Inactive,,NONCAM,Z2,,,,,,,1
18010121,1/23/18,19:55:00,1/23/18,20:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,PUB,Z1,,,,,,,1
18010141,1/26/18,5:00:00,1/26/18,10:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium   17   Z2,155,,North Avenue NW,33.771865,-84.393316,1
18020192,2/2/18,15:02:00,2/2/18,16:32:00,2903,Damage to Property - Public,Closed/Cleared,,ONCAM,Z2,Peters Parking Deck,749,,Fowler Street  NW,,,1
18020203,2/4/18,1:41:00,2/4/18,2:09:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Hanson Residence Hall,109,,Bobby Dodd Way NW,33.7741942,-84.39093621,1
18020243,2/11/18,18:00:00,2/11/18,19:40:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z2,,,,,,,2
18020254,2/12/18,11:21:00,2/12/18,11:21:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Tech Green   358   Z3,725,,Atlantic Drive NW,33.77464,-84.39732,1
18020274,1/16/18,2:00:00,2/15/18,16:26:00,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Further Investigation,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,,,1
18020314,2/19/18,17:34:00,2/19/18,18:24:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,Z1,,,,Tenth Street @ Northside Drive NW,,,1
18020402,2/28/18,8:41:00,2/28/18,9:00:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,PUB,Z2,Waffle House,66,,Fifth Street NW,33.776725,-84.389468,1
18010027,1/8/18,14:07:00,1/8/18,14:07:00,9999,Non-Crime (not reported to state),Closed/Cleared,Cleared by Arrest,ONCAM,Z1,Ford Environmental  Science & Technology,311,,Ferst Drive NW,,,1
18010047,1/10/18,17:30:00,1/11/18,6:00:00,2902,Damage to Property - Private,Further Investigation,,NONCAM,Z2,Delta Sigma Phi Fraternity,165,,4th Street  NW,,,1
18010085,1/17/18,23:00:00,1/18/18,3:24:00,9999,Non-Crime (not reported to state),Closed/Cleared,,oncamres,Z2,Alpha Chi Omega Sorority,741,,Brittain Drive  NW,33.7748953,-84.39282849,1
18010103,1/20/18,21:14:00,1/20/18,21:21:00,2803,Theft by Receiving Stolen Property,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Lambert Street  NW,,,,,,1
18010119,1/23/18,17:35:00,1/23/18,17:35:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Nanotechnology Building,345,,Ferst Drive NW,,,1
18010123,1/24/18,9:31:00,1/24/18,10:09:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z1,Family Apartments   180   Z1,251,,Tenth Street NW,33.78238002,-84.39595556,1
18010143,1/21/18,13:00:00,1/26/18,17:57:00,9999,Non-Crime (not reported to state),Closed/Cleared,Prosecution Declined,ONCAM,Z2,Smith Lot Behind Brown Residence Hall,600,BK,Techwood Drive,,,1
18010158,1/29/18,17:20:00,1/29/18,17:27:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z2,,,,Techwood Drive NW / North Avenue NW,33.77131,-84.392067,1
18020260,2/13/18,12:50:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z4,Student Health Center   177   Z4,740,,Ferst Drive NW,33.77483366,-84.40311079,1
18020269,2/15/18,3:50:00,2/15/18,3:54:00,9999,Non-Crime (not reported to state),Closed/Cleared,,NONCAM,Z3,Pi Kappa Alpha Fraternity,260,,Ferst Drive NW,33.77673,-84.3952623,1
18020336,2/22/18,1:14:00,2/22/18,1:40:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ 14th Street  NW,,,,,,1
18020342,2/22/18,13:30:00,2/22/18,14:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Motor Pool Building Lot,306,,Tenth Street NW,33.780988,-84.397385,1
18010063,1/13/18,3:17:00,1/13/18,4:03:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street NW,,,1
18010138,1/25/18,23:20:00,1/25/18,23:45:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ 8th Street  NW,,,,,,1
18010159,1/29/18,21:37:00,1/29/18,22:29:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Hanson Residence Hall,109,,Bobby Dodd Way  NW,33.7741942,-84.39093621,1
18010161,1/28/18,16:00:00,1/30/18,7:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium,155,,North Avenue  NW,33.771865,-84.393316,1
18020180,2/1/18,11:30:00,2/1/18,12:20:00,2308,Larceny - From Building,Further Investigation,,ONCAM,Z4,West Village Dining Commons,532,,Eighth Street NW,,,1
18020212,2/6/18,1:00:00,2/6/18,1:30:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z1,Beringause Building   46   Z1,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
18020231,2/8/18,20:00:00,2/8/18,21:30:00,2308,Larceny - From Building,Closed/Cleared,Unfounded,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive  NW,33.77546401,-84.40349901,1
18020263,2/13/18,22:50:00,2/14/18,0:01:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z3,Bobby Dodd Way @ Powerplant Drive,,,,,,1
18030433,3/2/18,23:09:00,3/3/18,0:40:00,5404,Driving Under the Influence of Alcohol,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Fourteenth Street  NW @ State Street  NW,,,,,,1
18030440,3/4/18,0:52:00,3/4/18,1:35:00,9999F,,Closed/Cleared,,ONCAMRES,Z4,Fulmer Residence Hall,871,,McMillan Street  NW,33.77864773,-84.40388382,1
18010004,1/2/18,1:02:00,1/2/18,2:23:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Success Center,219,,Uncle Heinie Way NW,,,1
18010012,1/3/18,21:55:00,1/3/18,22:05:00,3562,Marijuana - Possession of,Closed/Cleared,Prosecution Declined,PUB,OFFCAM,Northside Drive  NW @ 14th Street  NW,,,,,,1
18010024,1/7/18,18:00:00,1/7/18,22:31:00,2902,Damage to Property - Private,Closed/Cleared,Unfounded,ONCAM,Z4,Campus Recreation Center Parking Deck,750,,Ferst Drive NW,33.77619076,-84.40390717,1
18010044,1/10/18,18:51:00,1/10/18,18:53:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Family Apartments,251,,Tenth Street  NW,33.78238002,-84.39595556,1
18010053,1/12/18,13:57:00,1/12/18,14:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Fifth Street NW @ Techwood Drive NW,,,,,,1
18010059,1/13/18,0:56:00,1/13/18,0:57:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,North Avenue NW @ Centennial Olympic Park Drive NW,,,,,,1
18010073,1/15/18,19:48:00,1/15/18,20:00:00,8399,,Closed/Cleared,Prosecution Declined,ONCAMRES,Z4,,,,,,,1
18020196,2/3/18,5:29:00,2/3/18,6:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Zbar Residence Hall (Sixth St. East Apts.)  65  Z4,501,,Sixth Street NW,33.777707,-84.404826,1
18020248,2/11/18,20:00:00,2/11/18,20:36:00,2903,Damage to Property - Public,Inactive,,PUB,Z1,,,,10th Street  NW and Fowler Street  NW,33.77895641,-84.40131466,1
18020253,2/12/18,11:48:00,2/12/18,12:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Price Gilbert Memorial Libary,704,,Cherry Street NW,,,1
18020273,2/15/18,12:00:00,2/15/18,12:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Library,704,,Cherry Street  NW,,,1
18020282,2/16/18,7:07:00,,,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901,1
18010006,1/2/18,15:20:00,1/2/18,15:49:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,,,,,,,1
18010013,1/3/18,8:45:00,1/3/18,20:45:00,2308,Larceny - From Building,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,Georgia Tech Parking and Transportation Services,828,,W. Peachtree Street  NW,33.77661416,-84.39732991,1
18010026,1/7/18,21:14:00,1/8/18,0:49:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Klaus Parking Deck,266,,Ferst Drive,,,1
18010046,1/11/18,8:22:00,1/11/18,8:36:00,9999,Non-Crime (not reported to state),Further Investigation,,PUB,Z1,,,,Tenth Street @ Fowler Street NW,33.78153,-84.393571,1
18010105,1/21/18,0:42:00,1/21/18,1:03:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z1,Theta Chi Fraternity,840,,Techwood Drive  NW,33.77761934,-84.39235007,1
18010111,1/22/18,11:41:00,1/22/18,12:40:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,48,,Fifth Street NW,33.77668,-84.38863,1
18010124,1/24/18,12:15:00,1/24/18,12:15:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z3,Love Manufacturing Building,771,,Ferst Drive NW,33.77657544,-84.40167311,1
18010125,1/21/18,0:30:00,1/21/18,1:30:00,1199,Sexual Assault Offense Free Text,Inactive,,ONCAMRES,Z2,Theta Chi Fraternity,840,,Techwood Drive  NW,,,1
18010144,1/26/18,22:05:00,1/26/18,22:51:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,NAA East,120,,North Avenue NW,,,1
18010156,1/29/18,0:02:00,1/29/18,2:04:00,5313,Curfew Violation,Closed/Cleared,Prosecution Declined,ONCAM,Z2,Fourth Street  NW @ Techwood Drive  NW,,,,,,1
18010160,1/29/18,22:29:00,1/29/18,22:45:00,9999V,,Closed/Cleared,,ONCAM,Z2,,,,Techwood Drive  NW/Fourth Street  NW,,,2
18020182,2/1/18,15:25:00,2/1/18,15:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,33.77668,-84.38863,1
18010066,1/13/18,23:04:00,1/14/18,1:30:00,9999W,,Closed/Cleared,Cleared by Arrest,ONCAM,Z1,Ferst Drive @ Atlantic Drive NW,,,,33.778264,-84.397802,1
18010084,1/18/18,2:56:00,1/18/18,2:59:00,9999,Non-Crime (not reported to state),Further Investigation,,ONCAM,Z4,Crecine Residence Hall,900,,Hemphill Avenue NW,,,1
18010116,1/23/18,14:10:00,1/23/18,14:18:00,5707,Criminal Trespass,Closed/Cleared,Cleared by Arrest,ONCAM,Z2,,,,,,,1
18010164,1/30/18,12:53:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Student Services Building   123   Z3,353,,Ferst Drive NW,33.77435044,-84.39955247,1
18020210,2/5/18,10:00:00,2/5/18,10:05:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Research Administration,505,,Tenth Street NW,,,1
18020215,2/6/18,20:42:00,2/6/18,21:14:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Fourteenth Street  NW,,,,33.781583,-84.407442,1
18020234,2/9/18,18:10:00,2/9/18,18:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z4,Eighth Street Apartments - East,555,,Eighth Street  NW,,,1
18020266,2/14/18,16:07:00,,,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Barnes and Noble Bookstore,48,,Fifth Street NW,33.77668,-84.38863,1
18020351,2/23/18,0:23:00,2/23/18,0:49:00,9999W,,Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Donald Lee Hollowell  NW @ Joseph Lee Lowery  NW,,,,,,1
18020353,2/23/18,0:41:00,2/23/18,1:02:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAM,Z1,,,,Techwood Drive NW / Sixth Street NW,,,1
18020373,2/24/18,19:47:00,2/24/18,19:56:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Fourteenth Street  NW and Hemphill Avenue  NW,,,,,,1
17122277,12/1/18,9:00:00,12/2/18,13:00:00,2317,Larceny - Bicycle,Closed/Cleared,Unfounded,ONCAM,Z2,Clough Undergraduate Learning Common,266,,Fourth Street,,,1
18010009,1/2/18,21:18:00,1/2/18,23:00:00,2408,Possession of Stolen Vehicle,Further Investigation,,NONCLERY,Z4,,1025,,Howell Mill Road  NW,,,1
18010049,1/12/18,9:00:00,1/12/18,10:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Center Street Apartments,939,,Hemphill Avenue  NW,33.78005124,-84.40198786,1
18010062,1/13/18,3:09:00,1/13/18,4:02:00,4104,Liquor - Possession Of,Closed/Cleared,Prosecution Declined,ONCAMRES,Z2,Smith Residence Hall,630,,Williams Street  NW,33.77170733,-84.39125155,1
18010113,1/22/18,10:00:00,1/22/18,15:00:00,2204,Burglary - No Forced Entry - Residence,Inactive,,ONCAMRES,Z4,Eighth Street East Residence Hall,555,,Eighth Street  NW,,,1
18010139,1/25/18,23:54:00,1/26/18,1:01:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z4,Tech Parkway NW @ Means Street NW,,,,,,1
18010162,1/30/18,11:15:00,1/30/18,11:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,,351,,Ferst Drive  NW,,,1
18020227,2/8/18,22:46:00,2/8/18,23:45:00,2804,Possession of Stolen Property,Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Fourteenth Street  NW @ Howell Mill  NW,,,,,,1
18020247,2/11/18,20:12:00,2/11/18,21:19:00,9999W,,Closed/Cleared,Cleared by Arrest,PUB,Z1,Ferst Drive  NW @ Atlantic Drive  NW,,,,,,1
18020252,2/12/18,10:18:00,2/12/18,11:00:00,5499,Traffic Offense (describe offense),Closed/Cleared,Prosecution Declined,PUB,Z2,Fifth Street @ Spring Street,,,,33.776853,-84.388807,1
18020272,2/15/18,11:13:00,2/15/18,12:08:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Smith Residence Hall,630,,William Street NW,,,1
18020386,2/26/18,11:25:00,2/26/18,11:26:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,33.77895641,-84.40131466,1
18030431,3/2/18,17:36:00,3/2/18,18:30:00,4803,Making A False Report/Giving False Information,Closed/Cleared,Cleared by Arrest,ONCAM,Z3,Student Center,351,,Ferst Drive NW,,,1
18010030,1/6/18,0:01:00,1/6/18,23:59:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue NW,33.77895641,-84.40131466,1
18010051,1/12/18,14:30:00,1/12/18,15:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Georgia Tech Police Criminal Investigations Division,828,,West Peachtree Street NW,,-84.38767,1
18010167,1/30/18,19:05:00,1/30/18,19:30:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,NONCLERY,OFFCAM,Northside Drive  NW @ 10th Street  NW,,,,,,1
18010168,1/30/18,20:46:00,1/30/18,20:54:00,5499,Traffic Offense (describe offense),Closed/Cleared,Cleared by Arrest,PUB,OFFCAM,Northside Drive  NW @ Eighth Street  NW,,,,,,1
18020183,2/1/18,15:52:00,2/1/18,15:55:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,NAA Turnaround,120,,North Avenue NW,,,1
18020318,2/20/18,7:57:00,2/20/18,8:15:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Parking Office (PTS)   178   Z2,828,,West Peachtree Street NW,33.777138,-84.387672,1
18020346,2/22/18,18:13:00,2/22/18,18:16:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,North Avenue Apartments,120,,North Avenue NW,,,1
18020357,2/23/18,10:05:00,2/23/18,10:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Manufacturing Rel. Disc. Complex (MRDC)   135  Z3,801,,Ferst Drive NW,33.77696792,-84.40050269,1
18010016,1/4/18,8:25:00,1/4/18,16:00:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z3,Boggs Building Lot (North),760,,State Street,,,1
18010038,1/10/18,12:01:00,1/10/18,12:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAMRES,Z2,Gray House/Hayes House,733,,Techwood Drive NW,,,1
18010065,1/13/18,20:46:00,1/13/18,21:30:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Spring Street  NW at Lynden Avenue  NW,,,,33.77004,-84.388883,1
18010069,1/14/18,16:41:00,1/14/18,17:25:00,9999,Non-Crime (not reported to state),Closed/Cleared,,ONCAM,Z2,Bobby Dodd Stadium,155,,NORTH AVE NW,,,1
18020181,1/31/18,19:31:00,1/31/18,19:39:00,2599,Counterfeiting Free Text,Further Investigation,,ONCAM,Z1,Beringause Building,879,,Hemphill Avenue  NW,,,1
